1,_,不错
1,_,勾称白嫩
1,_,是正品
2,_,不是
2,_,喜欢
2,颜色,明显
3,_,挺细腻的
4,_,还行
5,_,不错
6,_,很好
6,_,很细腻
6,_,提亮了肌肤
6,_,贴合肤色
7,_,很喜欢
7,_,特别好用
8,_,好评
9,_,还可以
10,_,不错
11,_,不错
11,_,很清爽
11,_,水润
11,_,没有油腻
12,_,还行
12,包装,一般
13,_,一般般
14,_,不错
15,_,很不爽
15,物流速度,快
15,盖子,裂了
16,_,好用
16,_,没以前
18,_,很喜欢
18,_,很好用
19,_,不错
19,_,喜欢
19,_,大赞
19,_,很好
19,_,给力
20,_,不油腻
20,_,自然
21,_,好评
21,_,挺好用的
22,_,比较干净
23,_,很不错
23,_,很贴肤
23,_,细腻
24,_,不错
25,_,优惠
26,_,太贵了
26,_,很好用
26,_,有点干
27,_,真心不错
28,_,一般
28,_,油腻
28,成膜,较慢
29,_,很好用
29,_,很温和
30,_,有些发白
30,_,还可以
31,_,不错
31,_,非常好
32,_,卸妆
32,_,好评
32,_,干净
33,_,好用
33,_,很自然
34,_,不错
34,_,很好
34,_,快
35,_,很不舒服
35,_,有些不合适
35,_,有些痒
35,_,有刺激性
36,快递,很快
37,_,很划算
37,速度,很快
38,_,很水润
38,包装,不错
39,_,真
39,快递小哥服务,很好
39,物流,很快
40,_,特别划得来
41,_,不紧绷
41,_,很好用
41,_,水水的
42,_,一般
43,_,挺好用的
43,酒精味,重
44,_,很喜欢
45,_,很好
46,_,还可以
47,_,很温和
47,_,非常不错
47,味道,没有刺鼻的
48,_,不错
48,_,还行
49,_,不值
49,_,太垃圾了
49,盒子,没有
50,_,不
50,_,便
50,_,还不错
50,香味,淡淡的
51,_,不错
52,_,不油腻
52,_,好用
52,_,显白
53,价格,挺便宜的
54,_,不错
54,快递小哥,点赞
54,快递速度,快
55,_,实惠
55,_,很不错
56,_,很喜欢
57,_,不怎么好用
58,_,亲肤
58,_,柔和
58,_,满意
59,_,辣眼睛疼
60,_,很嫩
60,_,很滑
60,_,非常好
61,_,好
62,_,不好用
62,_,不适合
63,_,特别合适
63,活动,_
64,_,不错
64,_,很适合
65,_,不错
65,送货师傅,很给力
66,_,还可以
66,物流,很快
68,包装,不错
68,物流,非常快
69,快递,给力
70,_,还可以
71,_,保湿
71,_,挺好的
71,_,滋润
72,包装,很一般
73,_,过敏
73,_,长红色的
74,_,不怎么滴
75,_,不刺激
75,_,有好
75,_,温和
75,_,真心不错
75,活动,非常划算
76,_,很好用
77,_,好好用
77,_,好评
77,_,无刺激
78,_,还可以
78,价格,便宜
78,包装,不错
78,性价比,高
79,包装,很好
79,快递,快
80,_,还不错
80,补水效果,_
81,_,很好用
82,_,不错
82,物流,很快
83,_,还行
84,_,还不错
85,设计,很喜欢
86,_,光光滑的
86,_,很好用
86,_,超喜欢
86,修复,很好
87,_,好评
87,_,水润润
87,速度,很快
88,_,不紧绷
88,_,很划算
88,_,很清爽
88,_,很温和
89,_,非常好用
90,_,不错
91,_,不错的
91,_,挺好的
92,味道,不是很喜欢
93,_,很好用
93,_,很细腻
93,味道,特别好闻
94,_,满意
94,价格,优惠
95,_,挺好的
96,_,好评
96,_,特别滑
96,精华液,挺多
97,价格,实惠
97,包装,精美
98,_,很不错
